-540.71674,-541.04517,-537.12585,-543.5039,-542.04254,-541.89325,-546.6275,-549.67773,-544.42914,-548.02295
-549.29004,-549.0587,-549.2322,-553.70306,-558.4896,-549.4412,-552.52466,-554.80005,-549.47845,-545.3195
0.31268325,-0.13794647,-1.6068759,-1.0893297,-2.1781702,-4.7602577,-7.8706484,3.841056,0.9548652,5.318988
-542.9568,-545.4865,-545.10126,-544.31665,-529.2016,-544.5081,-532.83563,-548.52344,-548.0343,-542.9813
-547.12335,-546.21515,-549.9589,-551.4019,-536.05743,-540.80444,-540.0067,-550.7128,-550.81824,-547.41205
-543.16394,-543.8209,-537.6434,-540.54816,-547.40704,-541.92163,-550.79846,-537.89044,-543.07697,-545.1316
-545.62585,-546.70776,-545.4046,-544.80914,-546.42456,-548.5671,-545.06726,-551.34766,-546.8139,-550.4406
-538.9708,-537.9736,-540.58014,-537.7205,-539.23804,-540.04755,-539.12494,-535.71387,-539.8363,-538.9786
-550.7526,-546.7728,-554.00214,-550.18835,-546.0739,-552.40674,-554.0228,-554.44196,-552.72614,-547.28705
-435.17126,-436.3952,-437.42108,-435.7673,-434.73944,-433.54086,-428.74387,-429.8469,-432.25644,-436.60522
-544.0259,-544.6258,-541.2946,-543.95,-540.12427,-537.1355,-549.2344,-538.3971,-545.0983,-545.53815
-542.6775,-546.70953,-547.5183,-547.1917,-533.85187,-546.7261,-532.02057,-541.9882,-547.11456,-541.4125
-549.89545,-549.5593,-550.28845,-552.4994,-551.3826,-549.77014,-554.1583,-553.90497,-551.21313,-548.14844
-548.73645,-548.05176,-548.6302,-550.60175,-541.953,-552.052,-545.3515,-547.86536,-550.80096,-546.7355
-547.5005,-547.546,-546.57074,-541.11035,-546.74384,-541.9828,-545.9645,-535.11444,-543.1912,-546.59406
-538.534,-536.9242,-541.6903,-536.2216,-539.6762,-540.649,-541.5266,-536.7034,-544.4443,-543.49835
-550.279,-551.30743,-552.84186,-554.0459,-555.2196,-555.0333,-556.2869,-541.87213,-543.0987,-547.7398
-549.1802,-550.8759,-545.33374,-541.4278,-548.79175,-543.50574,-550.8167,-539.7673,-542.49133,-545.467
-542.26086,-543.85657,-536.60516,-534.9884,-544.6194,-542.3213,-550.0822,-538.41205,-543.0848,-541.8607
-550.0294,-548.2474,-550.3576,-553.03577,-549.516,-550.5746,-554.7231,-552.6465,-551.6427,-548.0844
-549.90594,-548.6589,-549.44116,-551.36597,-550.3012,-549.8506,-554.45544,-554.04333,-551.5217,-548.8051
-549.8528,-553.49805,-551.1314,-549.84766,-549.31744,-550.2927,-536.89526,-544.01465,-551.052,-551.21265
-539.21075,-536.4333,-536.1346,-521.7354,-532.9185,-541.6945,-540.24744,-537.3862,-543.20874,-539.91644
-550.6715,-551.7716,-547.3331,-545.8593,-551.5256,-549.2266,-550.6281,-557.4497,-548.00397,-550.3594
-552.08374,-551.9509,-548.60626,-547.4959,-552.2087,-546.838,-536.2962,-536.7066,-544.70386,-549.74634
-545.56665,-545.9925,-549.225,-549.1332,-540.8806,-547.0869,-544.4416,-546.24414,-550.2937,-550.3317
-545.1701,-546.4099,-543.4976,-544.17163,-539.175,-540.3324,-546.21747,-547.5019,-544.4481,-548.07446
-547.2933,-546.1277,-548.6386,-549.9081,-555.10675,-550.1449,-547.8285,-553.58105,-548.1468,-549.0522
-545.2643,-542.8948,-543.2482,-543.2577,-536.3822,-546.06213,-539.63916,-533.41504,-537.91174,-536.8966
-549.9328,-549.2337,-549.10956,-550.0575,-552.2154,-549.90784,-554.2,-554.0064,-552.1433,-550.02795
-545.3103,-546.2476,-546.60333,-548.0873,-550.78815,-548.43353,-551.5477,-547.2029,-542.52814,-547.01825
-545.37,-548.86444,-548.83545,-543.03986,-541.9315,-543.1077,-538.2465,-537.52893,-541.6818,-549.36865
